0    [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - Inside establish connection listener
17   [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.ConnectToDB  - Loading driver...
48   [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.ConnectToDB  - Driver loaded!
48   [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.ConnectToDB  - Connecting database...
1970 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.ConnectToDB  - Database connected!
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B11ED8476CA04C87AFE0EEABE4C974A7
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B4_T1
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B41ED8476CA04C87AFE0EEABE4C974A7
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B4_T2
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B41ED8476CA04C87AFE0EEABE4C974A7
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S1_T1
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S192CC8E9D894D44BACECC06F90F0A4F
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S1_T2
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S192CC8E9D894D44BACECC06F90F0A4F
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S2_T1
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S292CC8E9D894D44BACECC06F90F0A4F
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S2_T2
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S292CC8E9D894D44BACECC06F90F0A4F
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S5_T1
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S592CC8E9D894D44BACECC06F90F0A4F
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S5_T2
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S592CC8E9D894D44BACECC06F90F0A4F
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S6_T1
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S692CC8E9D894D44BACECC06F90F0A4F
22073 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S6_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S692CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S15_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S152CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S15_Bus1_Low
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S152CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S19_G1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S19_CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S19_Bus1_Low
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S19_CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S15_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S162CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S15_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S162CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - LOAD_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_SUB2_LOAD1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - BUS2_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_SUB2_BUS2_2F6957E4EF4559BF7EB
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B2_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B21ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B2_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B21ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B3_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B31ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B3_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B31ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B6_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B61ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B6_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B61ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S3_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S332CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S3_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S332CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S4_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S432CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S4_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S432CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S9_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S932CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S9_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S932CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S10_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S102CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S10_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S102CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S7_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S172CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S7_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S172CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S18_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S182CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S18_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S182CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - GEN2_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_SUB2_ShynchMachine_Gen2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - TR2W1_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_TR2_W1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - TR2W2_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_TR2_W2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - BUS3_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_SUB3_BUS3_2F6957E4EF4559BF7EB
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - BUS3_Low_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_SUB3_BUS3_Low_57E4EF4559BF7EB
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B5_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B51ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B5_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B51ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B7_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B71ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - B7_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _B71ED8476CA04C87AFE0EEABE4C974A7
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S7_T1
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S792CC8E9D894D44BACECC06F90F0A4F
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S7_T2
22089 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S792CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S8_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S892CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S8_T2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S892CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S11_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S112CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S11_T2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S112CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S12_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S122CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S12_T2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S122CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S13_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S132CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S13_T2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S132CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S14_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S142CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S14_Bus3_Low
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S142CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S20_Bus3_Low
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S202CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - S20_G2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _S202CC8E9D894D44BACECC06F90F0A4F
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - LN1AC_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_LN1AC_ACLineSeg
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - LN1AC_T2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_LN1AC_ACLineSeg
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - LN2AC_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_LN2AC_ACLineSeg
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - LN2AC_T2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_LN2AC_ACLineSeg
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - LN3AC_T1
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_LN3AC_ACLineSeg
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - LN3AC_T2
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - _ID_LN3AC_ACLineSeg
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.Terminal  - Succesfully read the terminal contents from the XML File
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - YBUS Matrix
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - ***************************************************
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - 5.276643656641581E-4 i-0.0565718701203232   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - -5.140481898659703E-4 i0.04889435108260043   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - -1.3616175798187791E-5 i0.007677519037722769   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - -5.140481898659703E-4 i0.04889435108260043   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - 0.002719031108507329 i-0.06851542433140163   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - -0.002204982918641359 i0.019621073248801205   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - -1.3616175798187791E-5 i0.007677519037722769   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - -0.002204982918641359 i0.019621073248801205   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - 0.002218599094439547 i-0.027298592286523975   
22105 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - ***************************************************
102729 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - Closing the connection and exiting!
102729 [AWT-EventQueue-0] DEBUG com.caeps.systemcomponents.LoadXMLSQL  - Closing the connection and exiting!
